text,time,channel,label
"Imports should be looked at as a luxury. These tariffs are bad in the short term but the end goal is for people to buy American, including shoes. This will take more than one term to fix after years of us buying cheap Chinese goods & electronics. Does an American smart phone even exist?",2 months ago,CNBC,0
They always figure a way around this sh*t just like they avoid taxes. They let us pay them.,2 months ago,CNBC,1
Please no the avocados ?? I am raising genius brains ??at home.,2 months ago,CNBC,1
I don't really feel bad for the shoe guy. He could be manufacturing in the US.,2 months ago,CNBC,0
"Dying hours kicking the most.
The US is broke and making illegal moves. 
Just a few idiots stealing all the money and putting the US on to edge of the world.
There are fewer and fewer countries that trust the US.
Actually no one. The US just use power to make them stay.",2 months ago,CNBC,2
Try getting your mind around parallel imports. Any US-friendly country without or with low tariffs gets to export every single other targeted countries' products. They'll stamp on made in Trumpslikesussia and they're good to go for 2% of the take.,2 months ago,CNBC,1
Oh well.. Maybe next time Americans will think twice about allowing a genocide,2 months ago,CNBC,2
"This has been happening for years and because of the last four years, it¡¯s gonna go up no matter what because of what was put in placed and now with all the changes things are just gonna be crazy",2 months ago,CNBC,2
The consumer will just buy less. Companies will lay off workers.  Everyone loses.,2 months ago,CNBC,1
The answer to tariffs is to source locally or build factories locally creating jobs :12,2 months ago,CNBC,0
Well me as the consumer are going to look else where for just as good goods but cheaper every business has a choice as well as the consumer,2 months ago,CNBC,1
"There's ways over everything one way to keep cost low is lay of staff source from othier countries most of this is rubbish.
Most Chinese goods are coming into Mexico via the back door from China fact making a mountain out of a mole hill",2 months ago,CNBC,2
America needs to become self sufficient again!,2 months ago,CNBC,0
"Of course tariffs are paid by the consumer. Its What motivates consumers to shop for products Made in America.  That's the goal. If you pay the same amount for item whether its made in America or a different country, why not support your own country.",2 months ago,CNBC,0
Rather than working on increasing businesses in the U.S. tRump has chosen to bankrupt this country byplaying tariff games.  I guess he likes us being a service economy.,2 months ago,CNBC,1
In addition theres only about a week worth of storage space.,2 months ago,CNBC,1
"Yhese comments are hilarious 
  You all are like ""wait till you see the prices"". Like prices were just great the last 4 years.  We need american manufacturing back, and this is only 1 way of many to make that happen.  Wake up.",2 months ago,CNBC,0
"This didn't age well, did it?",2 months ago,CNBC,2
"We can buy from countries that are not selling Fenty to our kids and killing 100k of them a year
How strange a concept",2 months ago,CNBC,2
Perfect. With this tax. The rich 1 % will get richer. The oligarchy is Genius!!!,2 months ago,CNBC,1
"So a company can front load and then sell huge amounts of cheaper goods before tariffs at the 25% increase price after tariffs. Weldone Mr. Trump, Some foreign companies are going to earn a huge amount of money, at the expense of your citizens.",2 months ago,CNBC,1
"Look at you guys on here trying to create a situation that has already been resolved and taking care of by are President. You people have forgotten that we are Americans and we over come bad situations, just look what we all been through in the past 4 years of Biden!!! This message is for the socialist news media and companies that have a problem with the new administration, they only been in office since January 20th. It took 4 years to but us in this downturn so give Trump at least a year to turn this around then if things are still bad then you can start your propaganda campaign of we all going to fall off the edge of the cliff again lol",2 months ago,CNBC,0
"Why do you think Mr wonderful,Kevin hates trudope",2 months ago,CNBC,2
"CBC is this another fake news media, here the words might. Can¡¯t believe how they try so hard to blame the guy that doesn¡¯t bail them out. When are people just going to say enough is enough, why don¡¯t these fake news tell the world how Canada has put teriffs china last August 2024, 100 % on cars and parts from china long before trump, but I get it two face trudope pays these media companies with our tax dollars and no one mentions where that moneys go, so every thing this guy mentions in here trudope has already done teriffs on",2 months ago,CNBC,2
"We need to stop trading with china all together, we need to start making things happen here at home like we use to do. It¡¯s amazing that we let our enemies make and prepare our medical supplies and food and medicines. But leave it to our politicians to decide what is best for us sheep..",2 months ago,CNBC,0
Make poor country rich,2 months ago,CNBC,1
Don't export things for us,2 months ago (edited),CNBC,1
It's about that the world has supplychains and the US is a participant. Made in America is subject to these supplychains and world marketprices. It's an ancient Japanese concept they call keiretsu which consists of a network of companies not a kartel. Made in America is allways going to be more expensive.,2 months ago,CNBC,2
How many products do you see made in the U.S.A.?  That ship sailed some time ago.  Companies do NOT want to pay a fair wage in this country so they import the product & still make a profit.,1 month ago,CNBC,1
Everyone need to relax. The countries gave in to Trump so the price of their avocado won¡¯t be going up.,2 months ago,CNBC,1
Where were the concerns about prices during the Biden years?,2 months ago,CNBC,2
"The importer, not the exporter in another country, paid the tariff of $6,133. The guy in the White House thinks that exporters in other countries pay all the tariffs!",2 months ago,CNBC,1
Thats trump plan to keep his friend happy,2 months ago,CNBC,1
Maybe he should make them in America or Mexico smh,2 months ago,CNBC,1
CNBC will attack Trump for everything the next 4 years. I laugh it off.,2 months ago,CNBC,2
"You brought factories to China and now people complain about unemployment in their own country instead of producing locally. Cut taxes at home and build ""Chinese"" factories at home.",2 months ago,CNBC,0
I¡¯m not surprise,2 months ago,CNBC,1
Why should companies and people have to jump through hoops to do business and no doubt they will be selling them at price gouging prices right along with everything else doubling their profits,2 months ago,CNBC,1
Some of us have already front loaded their households and/or able to do without. US citizens need to feel pain.,2 months ago (edited),CNBC,2
So your saying to buy junk from China...start making things in America...maga,2 months ago,CNBC,0
Your gonna get Musked!,2 months ago,CNBC,1
Eliminating small/vulnerable businesses worldwide?,2 months ago,CNBC,1
One man single handedly crushing the economy to bones. Good job fellow Americans. Let's see how MAGA goes on. Good Lucky guys!,2 months ago,CNBC,1
"I guess CNBC doesn't like ""Trump Tariffs"" lol... You cannot front load for tariffs this is a bs propaganda piece again.",2 months ago,CNBC,2
Everyone must work together to keep the tariffs alive work with Trump. We need new law order in the United States of America. Any company caught going around the tariffs should have stiff penalties in jail time.,2 months ago,CNBC,0
Why is everyone blaming companies for prices they haven¡¯t raised and not blaming Trump?) that¡¯s very very strange,2 months ago,CNBC,2
"Make America Great Again = make America living Cost 2x More expensive.
Meanwhile the rest of the world keep enjoying of the globalisation .",2 months ago (edited),CNBC,1
So deer stags are made in china? Ok so why would we buy them?,2 months ago,CNBC,2
Make it in the USA,2 months ago,CNBC,0
The tariffs should start now. No more stockpiling. All  major companies are doing this now. And workers are being overworked and underpaid all for cheap crap we don¡¯t need. The US is so corrupt and the chinese are using this as a way to offload tons of materials and goods,2 months ago,CNBC,0
"Tariffs are wacko behaviour just shows incompetent diplomacy and trade agreements, have proper agreements with trading partners and grow together and stronger, Trump is just ME ME ME, only good thing Trump is doing for the American people is cutting the budget and reducing crime other than that he is ruining relationships with key allies like Canada and Mexico which could be a trinity trade powerhouse that benefits all Americans and Canadians and Mexicans. Bad move by Trump.",2 months ago,CNBC,1
Trump Tariffs = Trump TAXES,2 months ago,CNBC,1
Maybe automation in industry will largely be incentivised.,2 months ago (edited),CNBC,2
MAGA: Tariffs will only hit liberals,2 months ago (edited),CNBC,2
£¬¡££¬£¬¡£¡¢¡¢£¬,2 months ago,CNBC,2
"That means that they knew that trump was going to do that. Funny thing is: trump supporters are celebrating, but if these companies stocked up ahead of time, it means its not good.",2 months ago,CNBC,1
tell us how they made all these changes in a day.  morons,2 months ago,CNBC,2
"You moving down
 I ""dref"" you arrogant dogs",2 months ago,CNBC,1
"If Trump wants to support american economy they are just passing the tariffs cost to the consumer, if prices raise 25% why not raise wages 25% or even more?",2 months ago,CNBC,1
"Billionaires like musk and trump will become make more billions, the poor will have to remain slaves to them",2 months ago,CNBC,1
"Even companies and products that are not directly affected by tariffs will raise prices to match the higher prices to make a profit, which is why prices have not come down since covid.",2 months ago,CNBC,2
That's really smart. Stock up. Wait for tariff to take effects. Increase the prices for consumers accordingly. Blame the increse on tariff. Profits,2 months ago,CNBC,1
"Jesus is the way the truth and the life. 
The antichrist system is coming soon. Give your life to jesus.",2 months ago,CNBC,2
"It¡¯s hard to feel sympathetic towards China who have been flooding the world with with cheap goods, often at the expense of other countries.",2 months ago,CNBC,0
"https://youtu.be/tfyspHcpYbw?si=mAvlejxkHsvY2Dk-

Verse 1]
You¡¯re offended at the wrong thing, brother-
And you¡¯re burning all your bridges with hate
You fell asleep while Jesus stayed up weeping
While the Pharisees were plotting our fate
Yesterday was peaceful
Now your verses?are?deceitful
Now?your congregation¡¯s raiding?the store
It¡¯s Mutiny?on the Beagle
More affluence for the Eagle
When you¡¯re out of food
You¡¯ll just eat the poor

[Chorus]
Hiding behind, hiding behind your masks
While the supplies, while the supplies will last

[Verse 2]
Did you waste your prayers protecting snipers
While you hoarded all the Lysol and diapers?
Save some profits for your cadre of vipers
Because your God only favors survivors
If you vote to stop abortions
Damn the pregnant girls and orphans
Blame your decline on the LGBTQ
Offer platitudes not portions
Then your rancor is your fortune
And your poison is what¡¯s poisoning you

[Chorus]
Hiding behind, hiding behind your masks
While the supplies, while the supplies will last
Hiding behind, hiding behind your masks
While the supplies, while the supplies will last

[Bridge]
You said ¡°we all deserve this¡±
For not forcing kids to pray-
While your party loots the earth
And you tell us ¡°Jesus saves¡±
You¡¯re ignoring half the gospel
Wearing clothing made by slaves
You never ¡°rendered unto Caesar¡±
Now you, now you fear the fever
Fear the bottom dropping out of your stocks-
You voted for the devil
Let that narcissist embezzle
Put the hen-house in the mouth of the FOX",2 months ago,CNBC,2
"IS CNBC inferring this is being done because of TRUMP tarriffs?  DUH,  This is done world wide and has been done world wide for decades,  in Australia we stockpile uto 18 months of supplies  for times of strikes, shortages etc etc etc AND ALL companies  charge the higher prices at selling time even though they bought much cheaper.   NOT NEWS this,  but then if you didnt get educated in economics, costs n bookkeeping and arithmetic you would not know this.   AND why buy from  these big companies, when you can buy direct from CHINA and pay  400% less",2 months ago,CNBC,1
Kicking out cheap labor while taxing cheap labor abroad. Really makes me think.,2 months ago,CNBC,1
"Boycott USA made. Boycott Simpsons, Apple, Nike, Tesla, Elvis, Beyonce. Boycott all their crap.",2 months ago,CNBC,1
Why start a stupid trade war if you don't have to. This is just Stump acting like a bully on the play ground. Just this time the other kids aren't  standing by and letting him bully them anymore. This is a game of chicken. Who will blink first.,2 months ago,CNBC,1
Finally someone that knows,2 months ago,CNBC,
Don¡¯t forget about the person who had the last 4 years that caused inflation to skyrocket by taxing everything else except the American people pay check and the reason for that is Trump tax cuts were still intact from his last term that was going to expire after January 2025. But Biden could tax everything else to make Americans miserable.,2 months ago,CNBC,
Totally agree. Trump's deregulation theory eliminates consumer protections.,2 months ago,CNBC,
Capitalism,2 months ago,CNBC,
Capitalism and any form of government never works because there all controled by the elites who never will put there citizens first. But socialism will never work because the lazy will always give up there rights to take advantage of the working. And the ones who are part of the party are never held accountable by the citizens. Ive only been studying this for a few years now. And its clear the left is the worst in the world. Nothing comes close.,2 months ago,CNBC,
All planned,2 months ago,CNBC,
"the tariffs are being used as a negotiation tool, because Canada and Mexico cannot withstand a long trade war with the US. He threatened tariffs and they all cried, and then complied with his demands and he withdrew the tariffs.",2 months ago,CNBC,
"no, biden debased the dollar w/ massive spending",2 months ago,CNBC,
"Correct! Economics 101 is supply and demand.  Economics 102 is Pricing as a Signal.  When competitors raise prices, you raise prices.",2 months ago,CNBC,
Absolutely!,2 months ago,CNBC,
"trump is going to bankrupt the US economy, like he did his personal businesses.",2 months ago,CNBC,
Boycott those companies! ,2 months ago,CNBC,
??? women lie cheat and steal ,2 months ago,CNBC,
??? dam I'm in az and all the Westcoast liberals sold their houses and moved here with all their cash. ,2 months ago,CNBC,
??? cronyism,2 months ago,CNBC,
"yup, but the same thing now is happening to big cities in Texas, Arizona and Nevada. That California money was deep, so people are now overpaying for homes because they got the money.",2 months ago,CNBC,
and who was President when Covid started?!,2 months ago,CNBC,
???yep.  Gee what could go wrong?,2 months ago,CNBC,
Canada the rest of the world wants to work with you....forget the us and cut off their oil and water.  I think that the rest of the world will be boycotting the US and the tariffs will effect them more than Canada....does truff understand how tariffs work,2 months ago,CNBC,
Oh no not smokeless firepits!!,2 months ago,CNBC,
This is what they call collapse Of america.,2 months ago,CNBC,
"It will simply find its new equiblirium.
The process will not be fun and the outcome definitely won't be fun.

My biggest concern for regular citizens are daily necessities.",2 months ago,CNBC,
So what your saying is there need to be teriffs on all imported goods and the USA need to bring back manufacturing jobs,2 months ago,CNBC,
I love how Trump sees it as a victory that Mexico and Canada are doing what Trump won because he didn't. The people did because tariffs are a tax we feel when we buy imported items.,2 months ago,CNBC,
"8:53 Americans will simplly stop buying foreign made goods, only buy American made, & American manufacturing and jobs will boom over the next decade resulting in American freedom from foreign control. 10:10

Long term effect of funding the US govt with tariffs rather than federal income tax may result in the abolition of the federal income tax and the IRS. Again, resulting in more Freedom for Americans.",2 months ago (edited),CNBC,
"Preppers have been ""Front loading"" goods for decades in order to stay ahead of inflation and scarcity.

Of course non-Preppers jealously try to place a negative slant on what we do by calling it ""hoarding"" or ""stockpiling"".",2 months ago,CNBC,
What is the money collected going towards?,2 months ago,CNBC,
"What a calamity for free economies around the world, production of local products has always and always will be the major component of education and employment of local skilled workers, this front loading will only hasten the collapse of manufacturing and the reliance on China.",2 months ago,CNBC,
"How about a tariff on profits leaving the country, like to China, Switzerland, Richard Bransons island, etc. ?",2 months ago,CNBC,
Don¡¯t make crap in China.,2 months ago,CNBC,
China can ship the goods to Viet Nam where the goods are relabeled as being made in Viet Nam and then shipped to the U.S. without as much of a tariff.,2 months ago,CNBC,
"Trump¡¯s false or misleading claims total 30,573 over 4 years.",2 months ago,CNBC,
"Funny how all or almost all chinese goods are coming from Vietnam, laos, Burma, and cambodia now, but Trump's targeting China which has absolutely no effect on them at all. Mexico and Canada can do the aame too. Whose in trouble? Us. Fk Trump!",2 months ago,CNBC,
- are USA flags  made in China also too?  asking for a friend ¡¦ would be great if all those manufacturer factories that were are around in the 1960s were still available.  ??,2 months ago,CNBC,
Hell yea USA buy products made in the USA it¡¯s easy we don¡¯t need it if it¡¯s not made here,2 months ago,CNBC,
All those companies were making a killing for many many years so why complain when you have to pay now. Those $50 shoes he probably paid $5.00 pee pair in China,2 months ago,CNBC,
"The trump tariff tax will incentivize companies to come back to America,  and make and build things right here in america once again, And it will slow down and stop in many cases that cheap crap coming from china, That unfairly compete with american businesses. 
    TRUMP is on the the ball with our American economy!!!!!  LoveTRUMP",2 months ago,CNBC,
What tariffs?,2 months ago,CNBC,
"The news on people paying up to 50% or more in federal income, state, sales, and property taxes: ??",2 months ago,CNBC,
"Resourcefulness is a big part of business success. Why China? It is time to consider manufactures close to home e.g., due to tariff increase, other than Mexico, countries from Central and South America.",2 months ago (edited),CNBC,
Im already see the effects on people's statements (ugh). I also saw some domestic companies increasing sales (this is good).  I expect 2025 to be dog .,2 months ago,CNBC,
When companies front load they buy the product at before tariff prices. When prices rise after tariffs they will sell the merchandise at the higher after tariff price making an even bigger profit.,2 months ago,CNBC,
They aren't. Tarrifs are on hold lol,2 months ago,CNBC,
This didn¡¯t age well given the administrations tariff strategy has worked with Mexico and Canada.,2 months ago,CNBC,
Fakes news,2 months ago,CNBC,
Funny how these companies are the cause of all this along with the establishment. Now they want to act like they care now that Trump is in power? HA!!  People need to wise up already.,2 months ago,CNBC,
Wattrucksutesizetrucksorbigbigtrucksportlincolnwhy allanotargetgivetargetbackmyersmaybecouldgetgoingbettawestfarmershowmanycustomerskilledoffhowmanyemptytargetsmoneywaste,2 months ago,CNBC,
So they aren't dodging tarrifs at all. They're just cushioning themselves from the blow. Good,2 months ago,CNBC,
Bigmessbigmess,2 months ago,CNBC,
Wathappenslatterslowdown,2 months ago,CNBC,
"They¡¯re still going to increase the price even for those stocked items, I guarantee it",2 months ago,CNBC,
I wouldn't mind seeing some patriotic smuggling going on to bring China made goods in to be sold without paying tariffs. Screw Trump. It would be patriotic because it would defeat him and his purposes and that's good for America!,2 months ago,CNBC,
"We will not have any say in what is about too happen!!! However if we choose not too purchased the product we will not be supporting the very companies that moved overseas so that they didn't have to pay us workers,",2 months ago,CNBC,
"500,000 to 1M sq ft for front loading- that¡¯s a huge profit with new prices  - no effect for suppliers, only the consumers",2 months ago (edited),CNBC,
Find a way to make it locally and avoid tariffs¡¦ not every company will be hit with tariffs if they can¡¯t switch to a US manufacturer. I think trumps goal is bringing more manufacturing home to the US. If this approach lasts longer than 4 years these tariffs could be a huge competitive advantage to US manufacturing,2 months ago,CNBC,
Just bring back Pres.Biden problem solve the best President ever.,2 months ago,CNBC,
"Such a simple math, how stupid the WH can¡¯t
Enron think it through? The consumers pay for the prices, period!",2 months ago,CNBC,
If the company¡¯s do this why did they donate money to trump campaign? I don¡¯t understand why someone would contribute to someone who will hurt their business?,2 months ago,CNBC,
"Tariffs are a CONSUMPTION TAX! Poor people have to spend nearly all of their income buying things to keep them alive. This is why the right loves taxing consumption - it pushes the tax burden to the poor, so they can cut taxes on inheritance, long-term capital gains, corporate taxes, which are primarily paid for by the wealthy.",2 months ago,CNBC,
"Why not start a new fad, kids putting down the screens and picking up the garden tools",2 months ago (edited),CNBC,
I love how suddenly what the market will bare has nothing to do with prices.,2 months ago,CNBC,
"This is pretty hilarious to watch. So two days before tariffs that never even existed took effect, companies were already dealing with the trump tarrifs? You mean the ones that still don't exist right now, and infact, everyone just folded as all the actual intellectuals in our country predicted would happen? They're fighting those tariffs are they?  it's crazy to watch a group of people be so relentlessly wrong and still find an excuse to argue. What an amusing four years this'll be.",2 months ago (edited),CNBC,
"Funny, there's AI for Data Centers but not to make shoes in the US??",2 months ago,CNBC,
IT WILL HIT OTHER PEOPLE  AND IF IT DOES BOIL OVER  WE CAN HANDLE IT THE ONES THAT VOTED TRUMP ARE TOUGH SKINNED AND MANY  HAVE BEEN THRU HARDER TIMES  SERVING IN MILITARY THEY ARE OLDER AND MIDDLE AGED BUT DON'T THINK THEY WILL LET YOU WALK OVER THEM BECAUSE THEY DON'T WEAR PANTIES LIKE  SOME IN THIS NEXT UP COMING GENERATION OUR GRAND PARENTS WENT THRU THE GREAT DEPRESSION AND MADE IT THRU AND TAUGHT MANY OF US TO BE TOUGH,2 months ago (edited),CNBC,
"For Trump, it¡¯s a  ¡®perfect¡¯ tax. It looks the same for everyone, but the poorer a person is, the more of their income they spend on imported products. Billionaires spend very little of their income on imported products. Their fortunes are sitting in banks and stock which aren¡¯t taxed. But it does affect the stock market, and the day Trump announced the tariffs, the market tanked. As soon as he backed off, the market jumped back, but not into positive territory. The only question is: how stupid is he?  Will he forget them or try again? My guess, he¡¯ll try, try again.
Many companies use ¡®tariffs¡¯ as an excuse to raise prices even higher, blaming the increase on tariffs when they¡¯re just padding their profit margin.",2 months ago (edited),CNBC,
Tax free warehouses have been common for over 50 years.Try reporting on NEWs.,2 months ago,CNBC,
"In other words, ""Trickle down"" means trump's tariffs will cause prices to increase, which will trickle down to all of us regular jo/joe consumers. We will lose jobs, won't be able to pay for housing, food, utilities, car payments, credit, you name it.",2 months ago,CNBC,
"Gosh the answer is simple folks help our country from being invaded with illegals and drugs than the tariffs will go away for the most part. 
I ask you why CAN¡¯T they do that??",2 months ago,CNBC,
"YES, WE THE CONSUMERS, ARE GOING TO PAY BUY WHATS IF WE DONT BUY? WHO IS GOING TO PAY???...",2 months ago,CNBC,
I want to thank the Jewish bankers for my 250% food cost increase over the last 3 years,2 months ago,CNBC,
Also good to know that I won¡¯t be buying any communist made Columbia jackets anytime soon¡¦,2 months ago,CNBC,
Well.  This story isn¡¯t aging well.,2 months ago,CNBC,
Tariffs on construction lumber from Canada is going to bring new home prices up. Completely unreachable for anyone. Homeless camps are going to get more common. There were already estimates of double the number of homelessness by 2030 before any of this.,2 months ago,CNBC,
Trump is doing tariffs for pressure countries for negociation not for ideologi.,2 months ago,CNBC,
"I didn't want the tarrif but  deportation of illegals it was a hard decision

And 2:10 corn is made in the u.s how is it gonna go up lmao",2 months ago (edited),CNBC,
"Front loading is only available and possible for the ""Big"" boys not the little guy.  Once again, we as consumers get screwed!  This is unsustainable and done on purpose to fleece Americans from their money and funnel it to the immoral, unethical and greedy Billionaire boys club.  This has nothing to do with fair play or character or integrity, it's simply designed as a smoke screen to make tons of money.",2 months ago,CNBC,
wonder if this will cause layoffs ...??,2 months ago,CNBC,
How ab we make our stuff here in the US,2 months ago,CNBC,
That shoe maker should move production from China to Vietnam and Cambodia not just complain on tarrifs like many other companies that doing that,2 months ago,CNBC,
Can we talk more about what the Mexican president says she says no more weapons from the United States to the drug cartels you guys are the ones who playing them with money and guns grenades you guys create the world so you guys can attack just cuz you guys ask guys are the ones that need the drugs somehow we know that because a cousin and nephew a neighbor uses drugs as it is little and then at the end when he's 4050 he's using crack or other kind of a s*** getting addicted to other stuff just think about it we have to stop but no now we got Governors having recreational drugs passing laws so they can have drugs so they can have taxes on drugs oh this is only belongs to one thing money money money money money money money money money money stop caring too much about money people this channel should talk about the real truth thank you,2 months ago,CNBC,
"So companies will front load to avoid or minimize increase in tariffs, then sell the products at the increased tariff¡¯s rate, blame the government while they¡¯re still making billions in revenue.",2 months ago,CNBC,
ALL taxes are government imposed!,2 months ago,CNBC,
"""This is an import-heavy economy.""
Yeah, that's kind of the problem.",2 months ago,CNBC,
"Well Trumpers, you elected the Orange Ape, enjoy the crazy prices you will have to pay now.",2 months ago,CNBC,
Trump wants the manufacturer comeback to USA to avoid Tarrifs.thats it.,2 months ago,CNBC,
walmart stock ;),2 months ago,CNBC,
Price gouging RULES! I¡¯d say it¡¯s time for a mass boycott.,2 months ago,CNBC,
"Stop being greedy with  profits of 300 or 500 percent....buying from 
China....",2 months ago,CNBC,
Strange how only the consumers are the ones ever affected,2 months ago,CNBC,
"Its a simple game of Chicken, who can outlast the other in a economic war of attrition.  Are Americans soft helly like blobs that cry about every change they have to go through or are they the gritty, tough, hard as nails people that they were portrayed as in the 20th century?  Will Mexico, Canada, China be able to outlast and weather a halt on all of their production?  Americans may pay higher prices but what will those countries do when nothing moves and millions of their workers are sent home without pay for months?  Revolution, don't get it twisted... Americans are playing a game of chicken to either negotiate better trade terms or to destablize their governments to concede.   IF you want to make this moral, think this is a boycott of products from supplying countries that hate you...  Why buy and manufacturer products from a country that decides you have nothing to offer them and that you are an equivalent of an economic parasite?  Because that is how manufacturing countries see the US at this point.",2 months ago,CNBC,
Front Loading.. AKA.. what we did before JIT.. Just In Time.. Covid showed why JIT was a bad idea. It works.. UNTIL it crashes. We haven't fully recovered the JIT chain but almost.. Now its gonna be crashed again.,2 months ago,CNBC,
Scam by government to milk the citizens even more and pay for endless wars. Shameless aholes.,2 months ago,CNBC,
"This video does not discuss the big picture.  Yes, initially the cost is passed on to the consumer.  Consumer will not buy as much. Businesses will not sell as much.  Less will be imported.  Companies overseas will take the hit or reduce prices to compensate for the tariffs or they will move to the US.  It¡¯s a process that needs to be tested.  We are already paying crazy money for anything here.  Why not try something new and see what happens.  The chip subsidy was because of COVID.  You need computer chips to make cars.  The US decided they wanted some chips made here and not 80% of them from overseas countries.  Chips are a little more important than shoes.",2 months ago (edited),CNBC,
"Stop trying to produce fear! For all these things you say ..none have to happen..how about these companies NOT pass the costs to consumers. .and take one for the Country..for a change ..they can adford it more than consumers can...we are t fooled. How about consumers  stabd uo for and stand behind thise whi ARE TRYING to nake America great afain ..BCUZ..... Its we the people who will finally benefit..for a change . Instead of caving in when its a little tuff.  .listening to the nay sayers (who are thise who BENEFIT if they get their way)  big biz (who profit most the way things are) work to destroy Trump bcuz Trump will give more to the citizens ..instead of the big corperations and biusinesses..tho, they still get their fair shaie ..and thats just the thing ..(buz gets THEIR FAIR SHAIR ..JUST NOT ALL of it ..Trump thinks the tax payera deserve more too) hiwever....big biz doesnt agree. So, they srike fear, hatred and false claims rhat Trump is the reason something goes wrong ..when un actuality...the opposers of Trump created the problem to make Trump look bad in our eyes...and tio many fall for it ..and get back in line..and be good girls and boys the way big biz demands. So ..its our own fault if they get their way yet again..bcuz we cave at the  first sign of disconfort ..blind as frikn bats  its our own fault things are as bad as they are now. Humans can be so stupid ..and want to blame anyone else for our mistakes..and want anyone else to fix our mistakes. Not considering the obvious tole its going to have eventually...always thinking some hero will come along and save us ... LISTEN....TRUMP is our last chance at a hero...bcuz we are now at the final stages of the complete take over of our country ..and if we are not willing to fight for our own selves now....Trump cant di it by himself...infact, no one can...unless we unite and follow the current leader that we voted in. THIS IS IT...THERE WILL BE NO MORE if we let this opportunity slip away bxuz we are too frkn lazy to fight..thinking we will be ok ......WE WONT.   OPEN YOUR EYES...WAKE UP AND FEEL THE HOT WATER WE ARE ALL ABOUT TO BE BOILED IN IF WE DON'T UNITE AND HELP EACH OTHER GET OUT OF THIS BOILING POT!",2 months ago,CNBC,
"Greedy corrupt billion dollar companies that have been getting away with slave labor for decades, complaining about tariffs is crazy. Tariffs are a drop in the bucket ?? for them. Smh #NoMoreRecordProfits",2 months ago,CNBC,
"Let¡¯s worship him as if he¡¯s a saint on earth they shouted..????
He¡¯s a business man they said¡¦..  

What an intro of a mess. He¡¯s a childish bully fat kid trapped in a men¡¯s body wanting to get sloppy with everybody. Smhhh",2 months ago,CNBC,
How the stockmarket always inflates before the crash,2 months ago,CNBC,
He could have negotiated with the Chinese supplier including a tariff clause in the contract.  The supplier already benefited on the rise of USD.  Clearly CNBC picked one of the most unsophisticated business owner.,2 months ago,CNBC,
"Tarrifs are paid by american importers and transferred to US customers, get real and read about economy. It always amazes me how ignorant people are of the economic basics can be so sure of their opinion. BTW what's happening now he said if Canada retaliates they will put more tarrifs, now it's all postponed with a 200 millions investments at the borders already budgeted for 1 month and the nomination of a tsar for fentanyl. He made a bluff we called it, no wonder this guy bankrupt 6 times after inheriting a large real estate company from his father. It's not what we call a self made man.",2 months ago,CNBC,
"Not only do we lack the equipment and facilities to make shoes, we lack a decent workforce. I've lost count how many people get hired in high as kites, always playing on their phones, refuse to show up and don't care about their job performance or quality.",2 months ago,CNBC,
"your documentaries are 99% depressing already- so WHY do you top it off with minor-key music at the very end? Please revisit the tone of your intro/outro/background music, cause its unnecessarily negative LOL",2 months ago (edited),CNBC,
"Make them in the USA!!!!
PROBLEM SOLVED!!!!",2 months ago,CNBC,
"Trump imposes 25% tariffs which equate to Walmart's entire gross margin on sales. Logically, Walmart MUST raise prices by 25%, or earn no profit at all.  Yet people blame the US firms for ""greed,"" but exonerate the guy who decreed the taxes that caused the problem.  Some front-loading exists, but to carry excess inventory also entails a cost that eats into margins.   As of the quarter ending 31-Oct-24, Walmart had 45 days of inventory on hand, versus 41 days at the 31-Jan-24 close of the prior fiscal year.  No, Walmart did not have any big buffer against tariffs imposed by Trump, whose margin of election victory (by a hair) was not predicted by most polls.  Consider Walmart a proxy for many US vendors.  All need to make money.   Very few will gain from tariffs.  Most will not.  No, I do not work for Walmart.  My observations are based on the firm's own IR disclosures.  All-in-all, Trump's impending trade war will simply raise prices, contribute to a recession, subsidize fewer jobs than it destroys, and alienate much of the world from a country whose objectives have now become predatory, destructive, and ridiculous.",2 months ago (edited),CNBC,
This didn't age well.,2 months ago,CNBC,
Shocking. It's almost like the president is lying lol,2 months ago,CNBC,
"https://www.youtube.com/watch?v=R0FoNRwqy8c Trump is more dangerous as he suppressed Covid from 2020. 
This Doctor researcher was silenced. He could not Silence Dr Fauci",2 months ago,CNBC,
"If they were Biden tariffs, the story would be all about how tariffs are absolutely critical to U.S. security.",2 months ago,CNBC,
I've checked. US have shoe factories. For instance New Balance manufactures most of their sneakers in US.,2 months ago,CNBC,
But you can bet they will charge the higher prices on front loaded goods using tariffs as an excuse...,2 months ago,CNBC,
So how did you plan for the price increase from 2020 to 2025? A lot of items went higher than 25%. Look at vehicles.,2 months ago,CNBC,
"Companies are greedy, they want to get cheaper parts, and want to send all the labor out of the country.  Then US workers have no good jobs.  It is pathetic and I hope Trump follows through with his threat to impose 200% tariff on any US company that sends all it's labor to cheaper labor countries, just so it can then fire it's US workers, and pocket the difference.  This is a real problem, if dems had their way there would be 0 jobs in the US.  We cannot all work at a fast food restaurant.  We want careers.",2 months ago,CNBC,
During his first term Donald Chump imported over 10 tons of goods from Chinah for his businesses.........why tf didn't he put America First and buy American??,2 months ago,CNBC,
"Multi million dollar companies make lots of money n they still want consumers to pay their tariffs bill, Americans need to buy less I only buy what I need not what I want.",2 months ago,CNBC,
